method, synset, synset_gloss, domain_label, id,
LSA-mapping-only-label-and-synset+gloss, sailing_ship.n.01; sailing_vessel.n.01 ,  a vessel that is powered by the wind; often having several masts ,Nautical, 04128837
LSA-mapping-label+sup+sub-and-synset+gloss, arabic.n.01; arabic_language.n.01 ,  the Semitic language of the Arabs; spoken in a variety of dialects ,Linguistics, 06988057
LSA-mapping-only-label-and-synset, virus.n.01 ,  (virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein ,Genetics, 01328702
LSA-mapping-only-label-and-synset, accounting.n.02 ,  a system that provides quantitative information about finances ,Finance, 05662532
LSA-mapping-label+sup+sub-and-synset+gloss, new_testament.n.01 ,  the collection of books of the Gospels; Acts of the Apostles; the Pauline and other epistles; and Revelation; composed soon after Christ's death; the second half of the Christian Bible ,Religion, 06453849
LSA-mapping-only-label-and-synset, invertebrate.n.01 ,  any animal lacking a backbone or notochord; the term is not used as a scientific classification ,Fishing, 01905661
LSA-mapping-only-label-and-synset+gloss, printing.n.03; printing_process.n.01 ,  reproduction by applying ink to paper as for publication ,Publishing, 06677302
LSA-mapping-label+sup+sub-and-synset, spanish.n.01 ,  the Romance language spoken in most of Spain and the countries colonized by Spain ,Diplomacy, 06966825
LSA-mapping-label+sup+sub-and-synset+gloss, hoodooism.n.01; vodoun.n.01; voodoo.n.03; voodooism.n.01 ,  a religious cult practiced chiefly in Caribbean countries (especially Haiti); involves witchcraft and animistic deities ,Mythology, 06245816
LSA-mapping-label+sup+sub-and-synset+gloss, bookkeeping.n.01; clerking.n.01 ,  the activity of recording business transactions ,Exchange, 00619230
LSA-mapping-only-label-and-synset, rhetoric.n.04 ,  study of the technique and rules for using language effectively (especially in public speaking) ,Politics, 06170498
LSA-mapping-label+sup+sub-and-synset, snooker.n.01 ,  a form of pool played with 15 red balls and six balls of other colors and a cue ball ,Sport, 00501304
LSA-mapping-only-label-and-synset+gloss, fable.n.03; legend.n.01 ,  a story about mythical or supernatural beings or events ,Mythology, 06371413
LSA-mapping-only-label-and-synset, metonymy.n.01 ,  substituting the name of an attribute or feature for the name of the thing itself (as in `they counted heads') ,Literature, 07107676
LSA-mapping-only-label-and-synset+gloss, einstein's_theory_of_relativity.n.01; relativity.n.01; relativity_theory.n.01; theory_of_relativity.n.01 ,  (physics) the theory that space and time are relative concepts rather than absolute concepts ,Psychoanalysis, 06106502
LSA-mapping-label+sup+sub-and-synset+gloss, eastern_church.n.01; eastern_orthodox.n.01; eastern_orthodox_church.n.01; orthodox_catholic_church.n.01; orthodox_church.n.01 ,  derived from the Byzantine Church and adhering to Byzantine rites ,Roman catholic, 08086356
LSA-mapping-only-label-and-synset+gloss, japanese.n.01; nipponese.n.01 ,  a native or inhabitant of Japan ,Military, 09718217
LSA-mapping-only-label-and-synset+gloss, space_travel.n.01; spacefaring.n.01; spaceflight.n.01 ,  a voyage outside the Earth's atmosphere ,Earth, 00313502
LSA-mapping-label+sup+sub-and-synset+gloss, seafaring.n.02; water_travel.n.01 ,  travel by water ,Nautical, 00313647
LSA-mapping-only-label-and-synset, handicraft.n.02 ,  a craft that requires skillful hands ,Tourism, 00714944
LSA-mapping-only-label-and-synset+gloss, celestial_body.n.01; heavenly_body.n.01 ,  natural objects visible in the sky ,Earth, 09239740
LSA-mapping-only-label-and-synset, ship.n.01 ,  a vessel that carries passengers or freight ,Nautical, 04194289
LSA-mapping-label+sup+sub-and-synset+gloss, brasil.n.01; brazil.n.01; federative_republic_of_brazil.n.01 ,  the largest Latin American country and the largest Portuguese speaking country in the world; located in the central and northeastern part of South America; world's leading coffee exporter ,Social science, 08853741
LSA-mapping-only-label-and-synset, aircraft.n.01 ,  a vehicle that can fly ,Aviation, 02686568
LSA-mapping-only-label-and-synset, gnosticism.n.01 ,  a religious orientation advocating gnosis as the way to release a person's spiritual element; considered heresy by Christian churches ,Theology, 06222959
LSA-mapping-label+sup+sub-and-synset, language.n.05; speech.n.08 ,"  the mental faculty or power of vocal communication; ""language sets homo sapiens apart from all other animals"" ",Grammar, 05650820
LSA-mapping-label+sup+sub-and-synset+gloss, vessel.n.02; watercraft.n.02 ,  a craft designed for water transportation ,Transport, 04530566
LSA-mapping-only-label-and-synset+gloss, islamic_republic_of_pakistan.n.01; pakistan.n.01; west_pakistan.n.01 ,  a Muslim republic that occupies the heartland of ancient south Asian civilization in the Indus River valley; formerly part of India; achieved independence from the United Kingdom in 1947 ,Military, 08975902
LSA-mapping-only-label-and-synset, arthurian_legend.n.01 ,  the legend of King Arthur and his court at Camelot ,Folklore, 06371734
LSA-mapping-only-label-and-synset+gloss, arabian_nights.n.01; arabian_nights'_entertainment.n.01; thousand_and_one_nights.n.01 ,  a collection of folktales in Arabic dating from the 10th century ,Folklore, 07222230
LSA-mapping-only-label-and-synset, bird.n.01 ,  warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings ,Hunting, 01503061
LSA-mapping-label+sup+sub-and-synset+gloss, news_article.n.01; news_story.n.01; newspaper_article.n.01 ,  an article reporting news ,Radio tv, 06269130
LSA-mapping-only-label-and-synset, lacrosse.n.01 ,  a game invented by American Indians; now played by two teams who use long-handled rackets to catch and carry and throw the ball toward the opponents' goal ,School, 00477392
LSA-mapping-label+sup+sub-and-synset+gloss, foreign_service.n.01 ,  the part of the State Department that supplies diplomats for the United States embassies and consulates around the world ,Diplomacy, 08138466
LSA-mapping-only-label-and-synset, business.n.07; business_sector.n.01 ,"  business concerns collectively; ""Government and business could not agree"" ",Enterprise, 07966927
LSA-mapping-label+sup+sub-and-synset+gloss, orthopaedics.n.01; orthopedics.n.01 ,  the branch of medical science concerned with disorders or deformities of the spine and joints ,Medicine, 06064106
LSA-mapping-only-label-and-synset+gloss, folk_tale.n.01; folktale.n.01 ,  a tale circulated by word of mouth among the common folk ,Mythology, 07222050
LSA-mapping-label+sup+sub-and-synset+gloss, micro-organism.n.01; microorganism.n.01 ,  any organism of microscopic size ,Biology, 01326291
LSA-mapping-only-label-and-synset+gloss, war.n.01; warfare.n.01 ,"  the waging of armed conflict against an enemy; ""thousands of people were killed in the war"" ",Military, 00973077
LSA-mapping-label+sup+sub-and-synset, virology.n.01 ,  the branch of medical science that studies viruses and viral diseases ,Entomology, 06065640
LSA-mapping-label+sup+sub-and-synset, science_fiction.n.01 ,  literary fantasy involving the imagined impact of science on society ,Astronomy, 06368628
LSA-mapping-label+sup+sub-and-synset+gloss, communication_theory.n.01; communications.n.01 ,"  the discipline that studies the principles of transmiting information and the methods by which it is delivered (as print or radio or television etc.); ""communications is his major field of study"" ",Social science, 05997361
LSA-mapping-only-label-and-synset+gloss, haiti.n.01; republic_of_haiti.n.01 ,  a republic in the West Indies on the western part of the island of Hispaniola; achieved independence from France in 1804; the poorest and most illiterate nation in the western hemisphere ,Military, 08751494
LSA-mapping-only-label-and-synset, masonry.n.03 ,  the craft of a mason ,Buildings, 00608896
LSA-mapping-label+sup+sub-and-synset+gloss, german.n.02; german_language.n.01; high_german.n.01 ,  the standard German language; developed historically from West Germanic ,Linguistics, 06950528
LSA-mapping-label+sup+sub-and-synset, corp.n.01; corporation.n.01 ,  a business firm whose articles of incorporation have been approved in some state ,Telephony, 08059412
LSA-mapping-only-label-and-synset, printing.n.02 ,  the business of producing printed material for sale or distribution ,Publishing, 01103159
LSA-mapping-label+sup+sub-and-synset, colloid.n.01 ,  a mixture with properties between those of a solution and fine suspension ,Oceanography, 14588219
LSA-mapping-label+sup+sub-and-synset+gloss, phonemics.n.01; phonology.n.01 ,  the study of the sound system of a given language and the analysis and classification of its phonemes ,Grammar, 06177450
LSA-mapping-label+sup+sub-and-synset, auction.n.02; auction_sale.n.01; vendue.n.01 ,  the public sale of something to the highest bidder ,Jewellery, 00092366
LSA-mapping-only-label-and-synset, china_clay.n.01; china_stone.n.01; kaolin.n.01; kaoline.n.01; porcelain_clay.n.01; terra_alba.n.03 ,  a fine usually white clay formed by the weathering of aluminous minerals (as feldspar); used in ceramics and as an absorbent and as a filler (e.g.; in paper) ,Jewellery, 14670639
LSA-mapping-only-label-and-synset, croquet.n.01 ,  a game in which players hit a wooden ball through a series of hoops; the winner is the first to traverse all the hoops and hit a peg ,Tennis, 00466880
LSA-mapping-only-label-and-synset, computer_technology.n.01 ,  the activity of designing and constructing and programming computers ,Computer science, 00950705
